date,trainId,route,source,destination,scheduledTime,passengerCount,totalCapacity,seatsAvailable,occupancyRate,coaches,platformNumber,delayMinutes,isWeekend,isHoliday,season
2025-12-10,TR011,Bangalore→Kolkata,Bangalore,Kolkata,06:30,840,560,0,1.5,7,3,2,False,False,winter
2025-12-11,TR011,Bangalore→Kolkata,Bangalore,Kolkata,10:30,840,560,0,1.5,7,3,8,False,False,winter
2025-12-12,TR011,Bangalore→Kolkata,Bangalore,Kolkata,11:30,779,560,0,1.3910714285714285,7,3,5,False,False,winter
2025-12-13,TR011,Bangalore→Kolkata,Bangalore,Kolkata,16:30,840,560,0,1.5,7,3,17,True,False,winter
2025-12-14,TR011,Bangalore→Kolkata,Bangalore,Kolkata,15:30,840,560,0,1.5,7,3,29,True,False,winter
2025-12-15,TR011,Bangalore→Kolkata,Bangalore,Kolkata,05:30,840,560,0,1.5,7,3,1,False,False,winter
2025-12-16,TR011,Bangalore→Kolkata,Bangalore,Kolkata,18:30,779,560,0,1.3910714285714285,7,3,5,False,False,winter
2025-12-17,TR011,Bangalore→Kolkata,Bangalore,Kolkata,10:30,804,560,0,1.4357142857142857,7,3,14,False,False,winter
2025-12-18,TR011,Bangalore→Kolkata,Bangalore,Kolkata,22:30,840,560,0,1.5,7,3,10,False,False,winter
2025-12-19,TR011,Bangalore→Kolkata,Bangalore,Kolkata,09:30,840,560,0,1.5,7,3,12,False,False,winter
2025-12-20,TR011,Bangalore→Kolkata,Bangalore,Kolkata,14:30,840,560,0,1.5,7,3,15,True,False,winter
2025-12-21,TR011,Bangalore→Kolkata,Bangalore,Kolkata,17:30,840,560,0,1.5,7,3,19,True,False,winter
2025-12-22,TR011,Bangalore→Kolkata,Bangalore,Kolkata,16:30,840,560,0,1.5,7,3,16,False,True,winter
2025-12-23,TR011,Bangalore→Kolkata,Bangalore,Kolkata,09:30,840,560,0,1.5,7,3,15,False,False,winter
2025-12-24,TR011,Bangalore→Kolkata,Bangalore,Kolkata,00:30,838,560,0,1.4964285714285714,7,3,7,False,False,winter
2025-12-25,TR011,Bangalore→Kolkata,Bangalore,Kolkata,00:30,840,560,0,1.5,7,3,6,False,True,winter
2025-12-26,TR011,Bangalore→Kolkata,Bangalore,Kolkata,05:30,840,560,0,1.5,7,3,5,False,False,winter
2025-12-27,TR011,Bangalore→Kolkata,Bangalore,Kolkata,06:30,840,560,0,1.5,7,3,12,True,False,winter
2025-12-28,TR011,Bangalore→Kolkata,Bangalore,Kolkata,17:30,840,560,0,1.5,7,3,33,True,False,winter
2025-12-29,TR011,Bangalore→Kolkata,Bangalore,Kolkata,18:30,835,560,0,1.4910714285714286,7,3,14,False,False,winter
2025-12-30,TR011,Bangalore→Kolkata,Bangalore,Kolkata,06:30,840,560,0,1.5,7,3,28,False,True,winter
2025-12-31,TR011,Bangalore→Kolkata,Bangalore,Kolkata,01:30,840,560,0,1.5,7,3,0,False,False,winter
2026-01-01,TR011,Bangalore→Kolkata,Bangalore,Kolkata,15:30,840,560,0,1.5,7,3,14,False,False,winter
2026-01-02,TR011,Bangalore→Kolkata,Bangalore,Kolkata,13:30,757,560,0,1.3517857142857144,7,3,16,False,False,winter
2026-01-03,TR011,Bangalore→Kolkata,Bangalore,Kolkata,18:30,840,560,0,1.5,7,3,14,True,False,winter
2026-01-04,TR011,Bangalore→Kolkata,Bangalore,Kolkata,09:30,840,560,0,1.5,7,3,16,True,False,winter
2026-01-05,TR011,Bangalore→Kolkata,Bangalore,Kolkata,07:30,840,560,0,1.5,7,3,18,False,False,winter
2026-01-06,TR011,Bangalore→Kolkata,Bangalore,Kolkata,07:30,840,560,0,1.5,7,3,15,False,False,winter
2026-01-07,TR011,Bangalore→Kolkata,Bangalore,Kolkata,12:30,831,560,0,1.4839285714285715,7,3,16,False,False,winter
2026-01-08,TR011,Bangalore→Kolkata,Bangalore,Kolkata,12:30,840,560,0,1.5,7,3,30,False,True,winter
2026-01-09,TR011,Bangalore→Kolkata,Bangalore,Kolkata,10:30,763,560,0,1.3625,7,3,9,False,False,winter
2026-01-10,TR011,Bangalore→Kolkata,Bangalore,Kolkata,18:30,840,560,0,1.5,7,3,36,True,False,winter
2026-01-11,TR011,Bangalore→Kolkata,Bangalore,Kolkata,02:30,840,560,0,1.5,7,3,4,True,False,winter
2026-01-12,TR011,Bangalore→Kolkata,Bangalore,Kolkata,09:30,840,560,0,1.5,7,3,17,False,False,winter
2026-01-13,TR011,Bangalore→Kolkata,Bangalore,Kolkata,18:30,840,560,0,1.5,7,3,6,False,False,winter
2026-01-14,TR011,Bangalore→Kolkata,Bangalore,Kolkata,07:30,840,560,0,1.5,7,3,7,False,False,winter
2026-01-15,TR011,Bangalore→Kolkata,Bangalore,Kolkata,16:30,840,560,0,1.5,7,3,11,False,False,winter
2026-01-16,TR011,Bangalore→Kolkata,Bangalore,Kolkata,20:30,840,560,0,1.5,7,3,4,False,False,winter
2026-01-17,TR011,Bangalore→Kolkata,Bangalore,Kolkata,14:30,840,560,0,1.5,7,3,13,True,False,winter
2026-01-18,TR011,Bangalore→Kolkata,Bangalore,Kolkata,11:30,840,560,0,1.5,7,3,20,True,True,winter
2026-01-19,TR011,Bangalore→Kolkata,Bangalore,Kolkata,04:30,830,560,0,1.4821428571428572,7,3,2,False,False,winter
2026-01-20,TR011,Bangalore→Kolkata,Bangalore,Kolkata,13:30,788,560,0,1.4071428571428573,7,3,3,False,False,winter
2026-01-21,TR011,Bangalore→Kolkata,Bangalore,Kolkata,10:30,781,560,0,1.394642857142857,7,3,1,False,False,winter
2026-01-22,TR011,Bangalore→Kolkata,Bangalore,Kolkata,03:30,815,560,0,1.4553571428571428,7,3,0,False,False,winter
2026-01-23,TR011,Bangalore→Kolkata,Bangalore,Kolkata,15:30,840,560,0,1.5,7,3,1,False,False,winter
2026-01-24,TR011,Bangalore→Kolkata,Bangalore,Kolkata,03:30,840,560,0,1.5,7,3,35,True,False,winter
2026-01-25,TR011,Bangalore→Kolkata,Bangalore,Kolkata,20:30,840,560,0,1.5,7,3,24,True,False,winter
2026-01-26,TR011,Bangalore→Kolkata,Bangalore,Kolkata,00:30,840,560,0,1.5,7,3,15,False,True,winter
2026-01-27,TR011,Bangalore→Kolkata,Bangalore,Kolkata,07:30,840,560,0,1.5,7,3,11,False,False,winter
2026-01-28,TR011,Bangalore→Kolkata,Bangalore,Kolkata,22:30,807,560,0,1.4410714285714286,7,3,15,False,False,winter
2026-01-29,TR011,Bangalore→Kolkata,Bangalore,Kolkata,11:30,777,560,0,1.3875,7,3,1,False,False,winter
2026-01-30,TR011,Bangalore→Kolkata,Bangalore,Kolkata,20:30,840,560,0,1.5,7,3,23,False,True,winter
2026-01-31,TR011,Bangalore→Kolkata,Bangalore,Kolkata,03:30,840,560,0,1.5,7,3,41,True,False,winter
2026-02-01,TR011,Bangalore→Kolkata,Bangalore,Kolkata,10:30,840,560,0,1.5,7,3,19,True,False,winter
2026-02-02,TR011,Bangalore→Kolkata,Bangalore,Kolkata,19:30,840,560,0,1.5,7,3,1,False,False,winter
2026-02-03,TR011,Bangalore→Kolkata,Bangalore,Kolkata,17:30,840,560,0,1.5,7,3,4,False,False,winter
2026-02-04,TR011,Bangalore→Kolkata,Bangalore,Kolkata,04:30,840,560,0,1.5,7,3,1,False,False,winter
2026-02-05,TR011,Bangalore→Kolkata,Bangalore,Kolkata,16:30,814,560,0,1.4535714285714285,7,3,14,False,False,winter
2026-02-06,TR011,Bangalore→Kolkata,Bangalore,Kolkata,18:30,840,560,0,1.5,7,3,6,False,False,winter
2026-02-07,TR011,Bangalore→Kolkata,Bangalore,Kolkata,11:30,840,560,0,1.5,7,3,18,True,True,winter
2026-02-08,TR011,Bangalore→Kolkata,Bangalore,Kolkata,17:30,840,560,0,1.5,7,3,35,True,False,winter
2026-02-09,TR011,Bangalore→Kolkata,Bangalore,Kolkata,06:30,840,560,0,1.5,7,3,12,False,False,winter
2026-02-10,TR011,Bangalore→Kolkata,Bangalore,Kolkata,04:30,840,560,0,1.5,7,3,18,False,False,winter
2026-02-11,TR011,Bangalore→Kolkata,Bangalore,Kolkata,11:30,840,560,0,1.5,7,3,18,False,True,winter
2026-02-12,TR011,Bangalore→Kolkata,Bangalore,Kolkata,12:30,840,560,0,1.5,7,3,16,False,False,winter
2026-02-13,TR011,Bangalore→Kolkata,Bangalore,Kolkata,20:30,840,560,0,1.5,7,3,30,False,True,winter
2026-02-14,TR011,Bangalore→Kolkata,Bangalore,Kolkata,21:30,840,560,0,1.5,7,3,12,True,False,winter
2026-02-15,TR011,Bangalore→Kolkata,Bangalore,Kolkata,07:30,840,560,0,1.5,7,3,4,True,False,winter
2026-02-16,TR011,Bangalore→Kolkata,Bangalore,Kolkata,00:30,805,560,0,1.4375,7,3,4,False,False,winter
2026-02-17,TR011,Bangalore→Kolkata,Bangalore,Kolkata,22:30,800,560,0,1.4285714285714286,7,3,14,False,False,winter
2026-02-18,TR011,Bangalore→Kolkata,Bangalore,Kolkata,23:30,796,560,0,1.4214285714285715,7,3,0,False,False,winter
2026-02-19,TR011,Bangalore→Kolkata,Bangalore,Kolkata,19:30,812,560,0,1.45,7,3,8,False,False,winter
2026-02-20,TR011,Bangalore→Kolkata,Bangalore,Kolkata,23:30,840,560,0,1.5,7,3,19,False,False,winter
2026-02-21,TR011,Bangalore→Kolkata,Bangalore,Kolkata,04:30,840,560,0,1.5,7,3,28,True,False,winter
2026-02-22,TR011,Bangalore→Kolkata,Bangalore,Kolkata,00:30,840,560,0,1.5,7,3,18,True,False,winter
2026-02-23,TR011,Bangalore→Kolkata,Bangalore,Kolkata,05:30,840,560,0,1.5,7,3,7,False,False,winter
2026-02-24,TR011,Bangalore→Kolkata,Bangalore,Kolkata,01:30,823,560,0,1.4696428571428573,7,3,19,False,False,winter
2026-02-25,TR011,Bangalore→Kolkata,Bangalore,Kolkata,11:30,840,560,0,1.5,7,3,1,False,False,winter
2026-02-26,TR011,Bangalore→Kolkata,Bangalore,Kolkata,03:30,840,560,0,1.5,7,3,11,False,False,winter
2026-02-27,TR011,Bangalore→Kolkata,Bangalore,Kolkata,19:30,774,560,0,1.3821428571428571,7,3,17,False,False,winter
2026-02-28,TR011,Bangalore→Kolkata,Bangalore,Kolkata,21:30,840,560,0,1.5,7,3,15,True,False,winter
2026-03-01,TR011,Bangalore→Kolkata,Bangalore,Kolkata,17:30,840,560,0,1.5,7,3,23,True,False,summer
2026-03-02,TR011,Bangalore→Kolkata,Bangalore,Kolkata,05:30,840,560,0,1.5,7,3,1,False,False,summer
2026-03-03,TR011,Bangalore→Kolkata,Bangalore,Kolkata,18:30,840,560,0,1.5,7,3,8,False,False,summer
2026-03-04,TR011,Bangalore→Kolkata,Bangalore,Kolkata,20:30,840,560,0,1.5,7,3,19,False,False,summer
2025-12-05,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,04:30,1274,960,0,1.3270833333333334,12,8,22,False,True,winter
2025-12-06,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,04:30,1120,960,0,1.1666666666666667,12,8,25,True,False,winter
2025-12-07,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,18:30,1080,960,0,1.125,12,8,16,True,False,winter
2025-12-08,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,19:30,818,960,142,0.8520833333333333,12,8,10,False,False,winter
2025-12-09,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,23:30,928,960,32,0.9666666666666667,12,8,11,False,False,winter
2025-12-10,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,01:30,918,960,42,0.95625,12,8,12,False,False,winter
2025-12-11,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,04:30,837,960,123,0.871875,12,8,1,False,False,winter
2025-12-12,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,19:30,957,960,3,0.996875,12,8,19,False,False,winter
2025-12-13,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,06:30,1086,960,0,1.13125,12,8,38,True,False,winter
2025-12-14,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,00:30,1052,960,0,1.0958333333333334,12,8,26,True,False,winter
2025-12-15,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,13:30,900,960,60,0.9375,12,8,18,False,False,winter
2025-12-16,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,10:30,810,960,150,0.84375,12,8,4,False,False,winter
2025-12-17,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,07:30,961,960,0,1.0010416666666666,12,8,15,False,False,winter
2025-12-18,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,20:30,972,960,0,1.0125,12,8,3,False,False,winter
2025-12-19,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,00:30,949,960,11,0.9885416666666667,12,8,7,False,False,winter
2025-12-20,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,20:30,1182,960,0,1.23125,12,8,39,True,False,winter
2025-12-21,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,08:30,1199,960,0,1.2489583333333334,12,8,21,True,False,winter
2025-12-22,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,19:30,935,960,25,0.9739583333333334,12,8,4,False,False,winter
2025-12-23,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,07:30,848,960,112,0.8833333333333333,12,8,14,False,False,winter
2025-12-24,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,14:30,865,960,95,0.9010416666666666,12,8,12,False,False,winter
2025-12-25,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,06:30,954,960,6,0.99375,12,8,8,False,False,winter
2025-12-26,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,23:30,971,960,0,1.0114583333333333,12,8,13,False,False,winter
2025-12-27,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,08:30,1033,960,0,1.0760416666666666,12,8,28,True,False,winter
2025-12-28,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,19:30,1043,960,0,1.0864583333333333,12,8,22,True,False,winter
2025-12-29,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,22:30,916,960,44,0.9541666666666667,12,8,9,False,False,winter
2025-12-30,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,08:30,903,960,57,0.940625,12,8,19,False,False,winter
2025-12-31,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,17:30,904,960,56,0.9416666666666667,12,8,1,False,False,winter
2026-01-01,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,05:30,910,960,50,0.9479166666666666,12,8,16,False,False,winter
2026-01-02,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,04:30,810,960,150,0.84375,12,8,19,False,False,winter
2026-01-03,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,20:30,1181,960,0,1.2302083333333333,12,8,3,True,False,winter
2026-01-04,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,17:30,1132,960,0,1.1791666666666667,12,8,34,True,False,winter
2026-01-05,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,18:30,929,960,31,0.9677083333333333,12,8,1,False,False,winter
2026-01-06,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,23:30,817,960,143,0.8510416666666667,12,8,3,False,False,winter
2026-01-07,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,17:30,939,960,21,0.978125,12,8,8,False,False,winter
2026-01-08,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,22:30,962,960,0,1.0020833333333334,12,8,11,False,False,winter
2026-01-09,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,01:30,958,960,2,0.9979166666666667,12,8,6,False,False,winter
2026-01-10,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,00:30,1203,960,0,1.253125,12,8,19,True,False,winter
2026-01-11,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,01:30,1117,960,0,1.1635416666666667,12,8,22,True,False,winter
2026-01-12,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,02:30,830,960,130,0.8645833333333334,12,8,3,False,False,winter
2026-01-13,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,23:30,871,960,89,0.9072916666666667,12,8,12,False,False,winter
2026-01-14,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,05:30,802,960,158,0.8354166666666667,12,8,6,False,False,winter
2026-01-15,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,04:30,963,960,0,1.003125,12,8,3,False,False,winter
2026-01-16,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,14:30,959,960,1,0.9989583333333333,12,8,13,False,False,winter
2026-01-17,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,11:30,1215,960,0,1.265625,12,8,18,True,False,winter
2026-01-18,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,01:30,1154,960,0,1.2020833333333334,12,8,23,True,False,winter
2026-01-19,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,00:30,870,960,90,0.90625,12,8,2,False,False,winter
2026-01-20,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,22:30,868,960,92,0.9041666666666667,12,8,14,False,False,winter
2026-01-21,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,11:30,847,960,113,0.8822916666666667,12,8,5,False,False,winter
2026-01-22,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,05:30,940,960,20,0.9791666666666666,12,8,15,False,False,winter
2026-01-23,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,05:30,859,960,101,0.8947916666666667,12,8,12,False,False,winter
2026-01-24,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,00:30,1041,960,0,1.084375,12,8,26,True,False,winter
2026-01-25,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,17:30,1194,960,0,1.24375,12,8,11,True,False,winter
2026-01-26,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,18:30,814,960,146,0.8479166666666667,12,8,10,False,False,winter
2026-01-27,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,22:30,832,960,128,0.8666666666666667,12,8,2,False,False,winter
2026-01-28,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,02:30,943,960,17,0.9822916666666667,12,8,18,False,False,winter
2026-01-29,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,18:30,819,960,141,0.853125,12,8,12,False,False,winter
2026-01-30,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,02:30,916,960,44,0.9541666666666667,12,8,6,False,False,winter
2026-01-31,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,18:30,1052,960,0,1.0958333333333334,12,8,32,True,False,winter
2026-02-01,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,06:30,1127,960,0,1.1739583333333334,12,8,26,True,False,winter
2026-02-02,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,14:30,821,960,139,0.8552083333333333,12,8,3,False,False,winter
2026-02-03,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,07:30,945,960,15,0.984375,12,8,5,False,False,winter
2026-02-04,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,08:30,961,960,0,1.0010416666666666,12,8,13,False,False,winter
2026-02-05,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,08:30,991,960,0,1.0322916666666666,12,8,14,False,False,winter
2026-02-06,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,22:30,976,960,0,1.0166666666666666,12,8,3,False,False,winter
2026-02-07,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,18:30,1054,960,0,1.0979166666666667,12,8,25,True,False,winter
2026-02-08,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,10:30,1174,960,0,1.2229166666666667,12,8,7,True,False,winter
2026-02-09,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,14:30,940,960,20,0.9791666666666666,12,8,10,False,False,winter
2026-02-10,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,07:30,869,960,91,0.9052083333333333,12,8,18,False,False,winter
2026-02-11,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,00:30,955,960,5,0.9947916666666666,12,8,5,False,False,winter
2026-02-12,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,07:30,985,960,0,1.0260416666666667,12,8,0,False,False,winter
2026-02-13,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,10:30,918,960,42,0.95625,12,8,8,False,False,winter
2026-02-14,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,06:30,1198,960,0,1.2479166666666666,12,8,37,True,False,winter
2026-02-15,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,18:30,1440,960,0,1.5,12,8,25,True,True,winter
2026-02-16,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,06:30,884,960,76,0.9208333333333333,12,8,13,False,False,winter
2026-02-17,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,20:30,965,960,0,1.0052083333333333,12,8,18,False,False,winter
2026-02-18,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,03:30,990,960,0,1.03125,12,8,11,False,False,winter
2026-02-19,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,22:30,849,960,111,0.884375,12,8,3,False,False,winter
2026-02-20,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,17:30,915,960,45,0.953125,12,8,1,False,False,winter
2026-02-21,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,20:30,1440,960,0,1.5,12,8,26,True,True,winter
2026-02-22,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,10:30,1086,960,0,1.13125,12,8,34,True,False,winter
2026-02-23,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,02:30,933,960,27,0.971875,12,8,5,False,False,winter
2026-02-24,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,00:30,910,960,50,0.9479166666666666,12,8,15,False,False,winter
2026-02-25,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,05:30,878,960,82,0.9145833333333333,12,8,0,False,False,winter
2026-02-26,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,19:30,931,960,29,0.9697916666666667,12,8,13,False,False,winter
2026-02-27,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,22:30,972,960,0,1.0125,12,8,3,False,False,winter
2026-02-28,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,04:30,1179,960,0,1.228125,12,8,27,True,False,winter
2026-03-01,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,02:30,1440,960,0,1.5,12,8,19,True,True,summer
2026-03-02,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,21:30,938,960,22,0.9770833333333333,12,8,7,False,False,summer
2026-03-03,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,09:30,927,960,33,0.965625,12,8,6,False,False,summer
2026-03-04,TR012,Hyderabad→Mumbai,Hyderabad,Mumbai,08:30,987,960,0,1.028125,12,8,17,False,False,summer
2025-12-05,TR013,Chennai→Delhi,Chennai,Delhi,11:30,1247,1360,113,0.9169117647058823,17,8,10,False,False,winter
2025-12-06,TR013,Chennai→Delhi,Chennai,Delhi,23:30,1521,1360,0,1.1183823529411765,17,8,23,True,False,winter
2025-12-07,TR013,Chennai→Delhi,Chennai,Delhi,22:30,1489,1360,0,1.0948529411764707,17,8,18,True,False,winter
2025-12-08,TR013,Chennai→Delhi,Chennai,Delhi,22:30,1104,1360,256,0.8117647058823529,17,8,7,False,False,winter
2025-12-09,TR013,Chennai→Delhi,Chennai,Delhi,16:30,1124,1360,236,0.8264705882352941,17,8,6,False,False,winter
2025-12-10,TR013,Chennai→Delhi,Chennai,Delhi,16:30,1086,1360,274,0.7985294117647059,17,8,9,False,False,winter
2025-12-11,TR013,Chennai→Delhi,Chennai,Delhi,18:30,1089,1360,271,0.8007352941176471,17,8,18,False,False,winter
2025-12-12,TR013,Chennai→Delhi,Chennai,Delhi,11:30,1080,1360,280,0.7941176470588235,17,8,12,False,False,winter
2025-12-13,TR013,Chennai→Delhi,Chennai,Delhi,08:30,1501,1360,0,1.1036764705882354,17,8,25,True,False,winter
2025-12-14,TR013,Chennai→Delhi,Chennai,Delhi,13:30,1433,1360,0,1.0536764705882353,17,8,13,True,False,winter
2025-12-15,TR013,Chennai→Delhi,Chennai,Delhi,07:30,1075,1360,285,0.7904411764705882,17,8,11,False,False,winter
2025-12-16,TR013,Chennai→Delhi,Chennai,Delhi,19:30,1062,1360,298,0.7808823529411765,17,8,10,False,False,winter
2025-12-17,TR013,Chennai→Delhi,Chennai,Delhi,16:30,1240,1360,120,0.9117647058823529,17,8,10,False,False,winter
2025-12-18,TR013,Chennai→Delhi,Chennai,Delhi,23:30,1249,1360,111,0.9183823529411764,17,8,12,False,False,winter
2025-12-19,TR013,Chennai→Delhi,Chennai,Delhi,09:30,1064,1360,296,0.7823529411764706,17,8,6,False,False,winter
2025-12-20,TR013,Chennai→Delhi,Chennai,Delhi,21:30,1515,1360,0,1.1139705882352942,17,8,40,True,False,winter
2025-12-21,TR013,Chennai→Delhi,Chennai,Delhi,08:30,1409,1360,0,1.036029411764706,17,8,9,True,False,winter
2025-12-22,TR013,Chennai→Delhi,Chennai,Delhi,17:30,1127,1360,233,0.8286764705882353,17,8,3,False,False,winter
2025-12-23,TR013,Chennai→Delhi,Chennai,Delhi,08:30,1074,1360,286,0.7897058823529411,17,8,14,False,False,winter
2025-12-24,TR013,Chennai→Delhi,Chennai,Delhi,03:30,1222,1360,138,0.8985294117647059,17,8,9,False,False,winter
2025-12-25,TR013,Chennai→Delhi,Chennai,Delhi,04:30,1125,1360,235,0.8272058823529411,17,8,8,False,False,winter
2025-12-26,TR013,Chennai→Delhi,Chennai,Delhi,00:30,1093,1360,267,0.8036764705882353,17,8,6,False,False,winter
2025-12-27,TR013,Chennai→Delhi,Chennai,Delhi,02:30,1424,1360,0,1.0470588235294118,17,8,32,True,False,winter
2025-12-28,TR013,Chennai→Delhi,Chennai,Delhi,01:30,1361,1360,0,1.000735294117647,17,8,22,True,False,winter
2025-12-29,TR013,Chennai→Delhi,Chennai,Delhi,08:30,1184,1360,176,0.8705882352941177,17,8,3,False,False,winter
2025-12-30,TR013,Chennai→Delhi,Chennai,Delhi,04:30,1165,1360,195,0.8566176470588235,17,8,2,False,False,winter
2025-12-31,TR013,Chennai→Delhi,Chennai,Delhi,08:30,1235,1360,125,0.9080882352941176,17,8,18,False,False,winter
2026-01-01,TR013,Chennai→Delhi,Chennai,Delhi,22:30,1064,1360,296,0.7823529411764706,17,8,15,False,False,winter
2026-01-02,TR013,Chennai→Delhi,Chennai,Delhi,21:30,1554,1360,0,1.1426470588235293,17,8,39,False,True,winter
2026-01-03,TR013,Chennai→Delhi,Chennai,Delhi,03:30,1376,1360,0,1.011764705882353,17,8,23,True,False,winter
2026-01-04,TR013,Chennai→Delhi,Chennai,Delhi,18:30,1371,1360,0,1.0080882352941176,17,8,18,True,False,winter
2026-01-05,TR013,Chennai→Delhi,Chennai,Delhi,04:30,1579,1360,0,1.161029411764706,17,8,10,False,True,winter
2026-01-06,TR013,Chennai→Delhi,Chennai,Delhi,01:30,1125,1360,235,0.8272058823529411,17,8,19,False,False,winter
2026-01-07,TR013,Chennai→Delhi,Chennai,Delhi,22:30,1241,1360,119,0.9125,17,8,4,False,False,winter
2026-01-08,TR013,Chennai→Delhi,Chennai,Delhi,11:30,1112,1360,248,0.8176470588235294,17,8,9,False,False,winter
2026-01-09,TR013,Chennai→Delhi,Chennai,Delhi,11:30,1222,1360,138,0.8985294117647059,17,8,11,False,False,winter
2026-01-10,TR013,Chennai→Delhi,Chennai,Delhi,19:30,1379,1360,0,1.013970588235294,17,8,27,True,False,winter
2026-01-11,TR013,Chennai→Delhi,Chennai,Delhi,13:30,1431,1360,0,1.0522058823529412,17,8,43,True,False,winter
